MODEL,SCENARIO,REGION,VARIABLE,UNIT,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
REMIND-MAgPIE 1.5,SSP5-26,World,Primary Energy|Non-Biomass Renewables,EJ/yr,,,,,,11.3,,,,,13.63,,,,,,,,,,17.6,,,,,,,,,,22.22,,,,,,,,,,41.05,,,,,,,,,,89.73,,,,,,,,,,170.2,,,,,,,,,,274.4,,,,,,,,,,388.5,,,,,,,,,,497.9,,,,,,,,,,573
REMIND-MAgPIE 1.5,SSP5-26,World,Primary Energy|Nuclear,EJ/yr,,,,,,10.12,,,,,10.19,,,,,,,,,,12.16,,,,,,,,,,17.19,,,,,,,,,,29.24,,,,,,,,,,47.78,,,,,,,,,,63.1,,,,,,,,,,72.9,,,,,,,,,,76.15,,,,,,,,,,70.6,,,,,,,,,,63.08
REMIND-MAgPIE 1.5,SSP5-26,World,Primary Energy|Oil,EJ/yr,,,,,,167.2,,,,,171.5,,,,,,,,,,236.4,,,,,,,,,,334,,,,,,,,,,342.9,,,,,,,,,,273.1,,,,,,,,,,151.8,,,,,,,,,,67.55,,,,,,,,,,27.64,,,,,,,,,,11.05,,,,,,,,,,9.034
REMIND-MAgPIE 1.5,SSP5-26,World,Primary Energy|Solar,EJ/yr,,,,,,0.0062,,,,,0.2366,,,,,,,,,,1.651,,,,,,,,,,1.855,,,,,,,,,,5.071,,,,,,,,,,22.92,,,,,,,,,,67.86,,,,,,,,,,135.2,,,,,,,,,,215.4,,,,,,,,,,292.2,,,,,,,,,,352.6
REMIND-MAgPIE 1.5,SSP5-26,World,Primary Energy|Wind,EJ/yr,,,,,,0.385,,,,,1.742,,,,,,,,,,4.782,,,,,,,,,,8.128,,,,,,,,,,16.32,,,,,,,,,,31.67,,,,,,,,,,49.84,,,,,,,,,,69.18,,,,,,,,,,89.07,,,,,,,,,,110.6,,,,,,,,,,119.9
REMIND-MAgPIE 1.5,SSP5-26,World,Secondary Energy|Electricity,EJ/yr,,,,,,66.23,,,,,77.49,,,,,,,,,,105.1,,,,,,,,,,135.1,,,,,,,,,,170.9,,,,,,,,,,229.5,,,,,,,,,,306.7,,,,,,,,,,393.8,,,,,,,,,,475.7,,,,,,,,,,559.7,,,,,,,,,,621.3
REMIND-MAgPIE 1.5,SSP5-26,World,Secondary Energy|Electricity|Biomass,EJ/yr,,,,,,0.347,,,,,0.5021,,,,,,,,,,0.6626,,,,,,,,,,1.147,,,,,,,,,,3.641,,,,,,,,,,10.09,,,,,,,,,,17.52,,,,,,,,,,20.64,,,,,,,,,,23.64,,,,,,,,,,29.13,,,,,,,,,,33.29
REMIND-MAgPIE 1.5,SSP5-26,World,Secondary Energy|Electricity|Coal,EJ/yr,,,,,,26.71,,,,,30.62,,,,,,,,,,30.56,,,,,,,,,,16.6,,,,,,,,,,4.39,,,,,,,,,,0.0511,,,,,,,,,,0.0259,,,,,,,,,,0.0142,,,,,,,,,,0.0073,,,,,,,,,,0.0025,,,,,,,,,,0.0019
REMIND-MAgPIE 1.5,SSP5-26,World,Secondary Energy|Electricity|Gas,EJ/yr,,,,,,13.7,,,,,18.55,,,,,,,,,,41.2,,,,,,,,,,76.59,,,,,,,,,,93.14,,,,,,,,,,85.6,,,,,,,,,,68.44,,,,,,,,,,51.52,,,,,,,,,,25.82,,,,,,,,,,10.9,,,,,,,,,,5.622
REMIND-MAgPIE 1.5,SSP5-26,World,Secondary Energy|Electricity|Geothermal,EJ/yr,,,,,,0.2193,,,,,0.3277,,,,,,,,,,0.4061,,,,,,,,,,0.809,,,,,,,,,,1.102,,,,,,,,,,1.2,,,,,,,,,,1.232,,,,,,,,,,1.218,,,,,,,,,,1.201,,,,,,,,,,1.167,,,,,,,,,,1.145
REMIND-MAgPIE 1.5,SSP5-26,World,Secondary Energy|Electricity|Hydro,EJ/yr,,,,,,10.69,,,,,11.32,,,,,,,,,,10.76,,,,,,,,,,11.41,,,,,,,,,,17.98,,,,,,,,,,30.21,,,,,,,,,,38.73,,,,,,,,,,43.13,,,,,,,,,,44.41,,,,,,,,,,45.05,,,,,,,,,,45.59
REMIND-MAgPIE 1.5,SSP5-26,World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,,,,,,11.3,,,,,13.63,,,,,,,,,,17.6,,,,,,,,,,22.2,,,,,,,,,,40.47,,,,,,,,,,86,,,,,,,,,,157.7,,,,,,,,,,248.8,,,,,,,,,,350,,,,,,,,,,449,,,,,,,,,,519.3
REMIND-MAgPIE 1.5,SSP5-26,World,Secondary Energy|Electricity|Nuclear,EJ/yr,,,,,,10.12,,,,,10.19,,,,,,,,,,12.16,,,,,,,,,,17.19,,,,,,,,,,29.24,,,,,,,,,,47.78,,,,,,,,,,63.1,,,,,,,,,,72.9,,,,,,,,,,76.15,,,,,,,,,,70.6,,,,,,,,,,63.08
REMIND-MAgPIE 1.5,SSP5-26,World,Secondary Energy|Electricity|Oil,EJ/yr,,,,,,4.054,,,,,4.008,,,,,,,,,,2.892,,,,,,,,,,1.379,,,,,,,,,,0.0001,,,,,,,,,,0.0001,,,,,,,,,,0.0001,,,,,,,,,,0.0001,,,,,,,,,,0.0001,,,,,,,,,,0.0001,,,,,,,,,,0.0001
REMIND-MAgPIE 1.5,SSP5-26,World,Secondary Energy|Electricity|Solar,EJ/yr,,,,,,0.0062,,,,,0.2366,,,,,,,,,,1.651,,,,,,,,,,1.855,,,,,,,,,,5.071,,,,,,,,,,22.92,,,,,,,,,,67.86,,,,,,,,,,135.2,,,,,,,,,,215.4,,,,,,,,,,292.2,,,,,,,,,,352.6
REMIND-MAgPIE 1.5,SSP5-26,World,Secondary Energy|Electricity|Wind,EJ/yr,,,,,,0.385,,,,,1.742,,,,,,,,,,4.782,,,,,,,,,,8.128,,,,,,,,,,16.32,,,,,,,,,,31.67,,,,,,,,,,49.84,,,,,,,,,,69.18,,,,,,,,,,89.07,,,,,,,,,,110.6,,,,,,,,,,119.9
REMIND-MAgPIE 1.5,SSP5-26,World,Secondary Energy|Gases,EJ/yr,,,,,,59.8,,,,,66.2,,,,,,,,,,85.95,,,,,,,,,,80.15,,,,,,,,,,73.99,,,,,,,,,,74.22,,,,,,,,,,65.81,,,,,,,,,,64.35,,,,,,,,,,56.88,,,,,,,,,,40.99,,,,,,,,,,38.39
REMIND-MAgPIE 1.5,SSP5-26,World,Secondary Energy|Heat,EJ/yr,,,,,,13.06,,,,,12.28,,,,,,,,,,12.12,,,,,,,,,,11.55,,,,,,,,,,11.48,,,,,,,,,,10.94,,,,,,,,,,16.75,,,,,,,,,,28.32,,,,,,,,,,39.47,,,,,,,,,,49.02,,,,,,,,,,53.9
REMIND-MAgPIE 1.5,SSP5-26,World,Secondary Energy|Hydrogen,EJ/yr,,,,,,0.3469,,,,,0.392,,,,,,,,,,0.4772,,,,,,,,,,0.7703,,,,,,,,,,3.457,,,,,,,,,,9.258,,,,,,,,,,15.53,,,,,,,,,,22.96,,,,,,,,,,35.65,,,,,,,,,,48.67,,,,,,,,,,59.11
REMIND-MAgPIE 1.5,SSP5-26,World,Secondary Energy|Liquids,EJ/yr,,,,,,142.1,,,,,146,,,,,,,,,,211.6,,,,,,,,,,304.4,,,,,,,,,,324.9,,,,,,,,,,307.8,,,,,,,,,,250.6,,,,,,,,,,192.1,,,,,,,,,,162.1,,,,,,,,,,142.6,,,,,,,,,,136.1
REMIND-MAgPIE 1.5,SSP5-26,World,Secondary Energy|Solids,EJ/yr,,,,,,86.72,,,,,92.6,,,,,,,,,,80.47,,,,,,,,,,51.23,,,,,,,,,,30.85,,,,,,,,,,19.62,,,,,,,,,,10.84,,,,,,,,,,7.055,,,,,,,,,,5.667,,,,,,,,,,5.378,,,,,,,,,,4.917
REMIND-MAgPIE 1.5,SSP5-34,World,Emissions|CO2,Mt CO2/yr,,,,,,35229.9425,,,,,36335.005,,,,,,,,,,39549.8502,,,,,,,,,,44473.965,,,,,,,,,,43522.2875,,,,,,,,,,37420.9382,,,,,,,,,,28454.1572,,,,,,,,,,15509.4291,,,,,,,,,,2748.193,,,,,,,,,,-8535.2768,,,,,,,,,,-13600.1024
REMIND-MAgPIE 1.5,SSP5-34,World,Final Energy,EJ/yr,,,,,,330.7,,,,,356.4,,,,,,,,,,450.8,,,,,,,,,,544.2,,,,,,,,,,607.2,,,,,,,,,,673,,,,,,,,,,700.9,,,,,,,,,,716.4,,,,,,,,,,753.6,,,,,,,,,,798.2,,,,,,,,,,838.3
REMIND-MAgPIE 1.5,SSP5-34,World,Population,million,,,,,,6505,,,,,6894,,,,,,,,,,7552,,,,,,,,,,8054,,,,,,,,,,8403,,,,,,,,,,8579,,,,,,,,,,8589,,,,,,,,,,8457,,,,,,,,,,8200,,,,,,,,,,7831,,,,,,,,,,7375
REMIND-MAgPIE 1.5,SSP5-34,World,Price|Carbon,US$2010/t CO2,,,,,,0,,,,,0,,,,,,,,,,8.0663,,,,,,,,,,25.949,,,,,,,,,,79.783,,,,,,,,,,144.54,,,,,,,,,,276.87,,,,,,,,,,395.45,,,,,,,,,,667.81,,,,,,,,,,1078.88,,,,,,,,,,1727
REMIND-MAgPIE 1.5,SSP5-34,World,Primary Energy,EJ/yr,,,,,,464.6,,,,,502.7,,,,,,,,,,619.8,,,,,,,,,,721.6,,,,,,,,,,782,,,,,,,,,,868.9,,,,,,,,,,943,,,,,,,,,,985.5,,,,,,,,,,1032,,,,,,,,,,1084,,,,,,,,,,1130
REMIND-MAgPIE 1.5,SSP5-34,World,Primary Energy|Biomass,EJ/yr,,,,,,55.83,,,,,59.83,,,,,,,,,,65.8,,,,,,,,,,54.05,,,,,,,,,,45.42,,,,,,,,,,67.7,,,,,,,,,,141.7,,,,,,,,,,229.3,,,,,,,,,,317.4,,,,,,,,,,396.9,,,,,,,,,,420.1
REMIND-MAgPIE 1.5,SSP5-34,World,Primary Energy|Coal,EJ/yr,,,,,,122.2,,,,,135.4,,,,,,,,,,118.4,,,,,,,,,,73.93,,,,,,,,,,41.06,,,,,,,,,,44.46,,,,,,,,,,50.96,,,,,,,,,,44.15,,,,,,,,,,29.81,,,,,,,,,,12.27,,,,,,,,,,5.399
REMIND-MAgPIE 1.5,SSP5-34,World,Primary Energy|Fossil,EJ/yr,,,,,,387.4,,,,,419.1,,,,,,,,,,524.3,,,,,,,,,,631.6,,,,,,,,,,684.6,,,,,,,,,,709.1,,,,,,,,,,638.3,,,,,,,,,,491.9,,,,,,,,,,323.8,,,,,,,,,,173.8,,,,,,,,,,112.9
REMIND-MAgPIE 1.5,SSP5-34,World,Primary Energy|Gas,EJ/yr,,,,,,98.08,,,,,112.2,,,,,,,,,,169.5,,,,,,,,,,240,,,,,,,,,,299.7,,,,,,,,,,334.7,,,,,,,,,,326.2,,,,,,,,,,287.2,,,,,,,,,,205.3,,,,,,,,,,112.7,,,,,,,,,,73.22
REMIND-MAgPIE 1.5,SSP5-34,World,Primary Energy|Geothermal,EJ/yr,,,,,,0.2193,,,,,0.3278,,,,,,,,,,0.4062,,,,,,,,,,0.7696,,,,,,,,,,1.194,,,,,,,,,,2.708,,,,,,,,,,7.559,,,,,,,,,,17.24,,,,,,,,,,29.34,,,,,,,,,,43.8,,,,,,,,,,55.47
REMIND-MAgPIE 1.5,SSP5-34,World,Primary Energy|Hydro,EJ/yr,,,,,,10.69,,,,,11.32,,,,,,,,,,10.76,,,,,,,,,,10.81,,,,,,,,,,14.5,,,,,,,,,,23.52,,,,,,,,,,33.34,,,,,,,,,,39.58,,,,,,,,,,43.23,,,,,,,,,,44.35,,,,,,,,,,44.83
REMIND-MAgPIE 1.5,SSP5-34,World,Primary Energy|Non-Biomass Renewables,EJ/yr,,,,,,11.3,,,,,13.63,,,,,,,,,,17.6,,,,,,,,,,20.35,,,,,,,,,,29.75,,,,,,,,,,57.91,,,,,,,,,,114.6,,,,,,,,,,202.1,,,,,,,,,,318.2,,,,,,,,,,439.3,,,,,,,,,,530.7
REMIND-MAgPIE 1.5,SSP5-34,World,Primary Energy|Nuclear,EJ/yr,,,,,,10.12,,,,,10.19,,,,,,,,,,12.16,,,,,,,,,,15.53,,,,,,,,,,22.25,,,,,,,,,,34.2,,,,,,,,,,48.44,,,,,,,,,,62.16,,,,,,,,,,72.86,,,,,,,,,,74.03,,,,,,,,,,66.74
REMIND-MAgPIE 1.5,SSP5-34,World,Primary Energy|Oil,EJ/yr,,,,,,167.2,,,,,171.5,,,,,,,,,,236.4,,,,,,,,,,317.7,,,,,,,,,,343.8,,,,,,,,,,329.9,,,,,,,,,,261.1,,,,,,,,,,160.6,,,,,,,,,,88.69,,,,,,,,,,48.77,,,,,,,,,,34.27
REMIND-MAgPIE 1.5,SSP5-34,World,Primary Energy|Solar,EJ/yr,,,,,,0.0062,,,,,0.2366,,,,,,,,,,1.651,,,,,,,,,,1.603,,,,,,,,,,2.17,,,,,,,,,,8.794,,,,,,,,,,35.97,,,,,,,,,,90.17,,,,,,,,,,169,,,,,,,,,,251,,,,,,,,,,318.7
REMIND-MAgPIE 1.5,SSP5-34,World,Primary Energy|Wind,EJ/yr,,,,,,0.385,,,,,1.742,,,,,,,,,,4.782,,,,,,,,,,7.168,,,,,,,,,,11.88,,,,,,,,,,22.88,,,,,,,,,,37.73,,,,,,,,,,55.14,,,,,,,,,,76.58,,,,,,,,,,100.2,,,,,,,,,,111.7
REMIND-MAgPIE 1.5,SSP5-34,World,Secondary Energy|Electricity,EJ/yr,,,,,,66.23,,,,,77.49,,,,,,,,,,105.1,,,,,,,,,,141.5,,,,,,,,,,179.5,,,,,,,,,,232.4,,,,,,,,,,294.1,,,,,,,,,,360.5,,,,,,,,,,442,,,,,,,,,,521.8,,,,,,,,,,587.5
REMIND-MAgPIE 1.5,SSP5-34,World,Secondary Energy|Electricity|Biomass,EJ/yr,,,,,,0.347,,,,,0.5021,,,,,,,,,,0.6626,,,,,,,,,,0.944,,,,,,,,,,1.991,,,,,,,,,,4.123,,,,,,,,,,8.358,,,,,,,,,,12.85,,,,,,,,,,17.31,,,,,,,,,,23.58,,,,,,,,,,27.83
REMIND-MAgPIE 1.5,SSP5-34,World,Secondary Energy|Electricity|Coal,EJ/yr,,,,,,26.71,,,,,30.62,,,,,,,,,,30.56,,,,,,,,,,19.46,,,,,,,,,,7.726,,,,,,,,,,2.457,,,,,,,,,,1.02,,,,,,,,,,0.803,,,,,,,,,,0.4732,,,,,,,,,,0.1762,,,,,,,,,,0.1573
REMIND-MAgPIE 1.5,SSP5-34,World,Secondary Energy|Electricity|Gas,EJ/yr,,,,,,13.7,,,,,18.55,,,,,,,,,,41.2,,,,,,,,,,83.87,,,,,,,,,,117.9,,,,,,,,,,135.3,,,,,,,,,,128.1,,,,,,,,,,98.61,,,,,,,,,,61.27,,,,,,,,,,27.34,,,,,,,,,,16.25
REMIND-MAgPIE 1.5,SSP5-34,World,Secondary Energy|Electricity|Geothermal,EJ/yr,,,,,,0.2193,,,,,0.3277,,,,,,,,,,0.4061,,,,,,,,,,0.7677,,,,,,,,,,1.032,,,,,,,,,,1.141,,,,,,,,,,1.2,,,,,,,,,,1.232,,,,,,,,,,1.232,,,,,,,,,,1.217,,,,,,,,,,1.232
REMIND-MAgPIE 1.5,SSP5-34,World,Secondary Energy|Electricity|Hydro,EJ/yr,,,,,,10.69,,,,,11.32,,,,,,,,,,10.76,,,,,,,,,,10.81,,,,,,,,,,14.5,,,,,,,,,,23.52,,,,,,,,,,33.34,,,,,,,,,,39.58,,,,,,,,,,43.23,,,,,,,,,,44.35,,,,,,,,,,44.83
REMIND-MAgPIE 1.5,SSP5-34,World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,,,,,,11.3,,,,,13.63,,,,,,,,,,17.6,,,,,,,,,,20.35,,,,,,,,,,29.59,,,,,,,,,,56.34,,,,,,,,,,108.2,,,,,,,,,,186.1,,,,,,,,,,290.1,,,,,,,,,,396.7,,,,,,,,,,476.5
REMIND-MAgPIE 1.5,SSP5-34,World,Secondary Energy|Electricity|Nuclear,EJ/yr,,,,,,10.12,,,,,10.19,,,,,,,,,,12.16,,,,,,,,,,15.53,,,,,,,,,,22.25,,,,,,,,,,34.2,,,,,,,,,,48.44,,,,,,,,,,62.16,,,,,,,,,,72.86,,,,,,,,,,74.03,,,,,,,,,,66.74
REMIND-MAgPIE 1.5,SSP5-34,World,Secondary Energy|Electricity|Oil,EJ/yr,,,,,,4.054,,,,,4.008,,,,,,,,,,2.892,,,,,,,,,,1.379,,,,,,,,,,0.0001,,,,,,,,,,0.0001,,,,,,,,,,0.0001,,,,,,,,,,0.0001,,,,,,,,,,0.0001,,,,,,,,,,0.0001,,,,,,,,,,0.0001
REMIND-MAgPIE 1.5,SSP5-34,World,Secondary Energy|Electricity|Solar,EJ/yr,,,,,,0.0062,,,,,0.2366,,,,,,,,,,1.651,,,,,,,,,,1.603,,,,,,,,,,2.17,,,,,,,,,,8.794,,,,,,,,,,35.97,,,,,,,,,,90.17,,,,,,,,,,169,,,,,,,,,,251,,,,,,,,,,318.7
REMIND-MAgPIE 1.5,SSP5-34,World,Secondary Energy|Electricity|Wind,EJ/yr,,,,,,0.385,,,,,1.742,,,,,,,,,,4.782,,,,,,,,,,7.168,,,,,,,,,,11.88,,,,,,,,,,22.88,,,,,,,,,,37.73,,,,,,,,,,55.14,,,,,,,,,,76.58,,,,,,,,,,100.2,,,,,,,,,,111.7
REMIND-MAgPIE 1.5,SSP5-34,World,Secondary Energy|Gases,EJ/yr,,,,,,59.8,,,,,66.2,,,,,,,,,,85.95,,,,,,,,,,87.09,,,,,,,,,,94,,,,,,,,,,100,,,,,,,,,,101.7,,,,,,,,,,112.3,,,,,,,,,,99.95,,,,,,,,,,72.6,,,,,,,,,,55.7
REMIND-MAgPIE 1.5,SSP5-34,World,Secondary Energy|Heat,EJ/yr,,,,,,13.06,,,,,12.28,,,,,,,,,,12.12,,,,,,,,,,13.41,,,,,,,,,,13.53,,,,,,,,,,12.88,,,,,,,,,,12.83,,,,,,,,,,19.35,,,,,,,,,,29.81,,,,,,,,,,43.06,,,,,,,,,,54.38
REMIND-MAgPIE 1.5,SSP5-34,World,Secondary Energy|Hydrogen,EJ/yr,,,,,,0.3469,,,,,0.392,,,,,,,,,,0.4772,,,,,,,,,,0.7303,,,,,,,,,,2.346,,,,,,,,,,6.109,,,,,,,,,,11.11,,,,,,,,,,16.93,,,,,,,,,,25.57,,,,,,,,,,37.9,,,,,,,,,,47.23
REMIND-MAgPIE 1.5,SSP5-34,World,Secondary Energy|Liquids,EJ/yr,,,,,,142.1,,,,,146,,,,,,,,,,211.6,,,,,,,,,,289.1,,,,,,,,,,319.5,,,,,,,,,,328.7,,,,,,,,,,303.4,,,,,,,,,,243.8,,,,,,,,,,201.7,,,,,,,,,,178.8,,,,,,,,,,163.5
REMIND-MAgPIE 1.5,SSP5-34,World,Secondary Energy|Solids,EJ/yr,,,,,,86.72,,,,,92.6,,,,,,,,,,80.47,,,,,,,,,,57.76,,,,,,,,,,39.55,,,,,,,,,,26.8,,,,,,,,,,16.19,,,,,,,,,,9.821,,,,,,,,,,7.566,,,,,,,,,,8.191,,,,,,,,,,8.348
REMIND-MAgPIE 1.5,SSP5-45,World,Emissions|CO2,Mt CO2/yr,,,,,,35229.9425,,,,,36335.005,,,,,,,,,,39542.47,,,,,,,,,,44934.0956,,,,,,,,,,46002.3931,,,,,,,,,,43224.373,,,,,,,,,,37171.3899,,,,,,,,,,29477.4032,,,,,,,,,,23649.9494,,,,,,,,,,17166.3111,,,,,,,,,,15860.6672
REMIND-MAgPIE 1.5,SSP5-45,World,Final Energy,EJ/yr,,,,,,330.7,,,,,356.4,,,,,,,,,,450.8,,,,,,,,,,547.5,,,,,,,,,,623,,,,,,,,,,707.2,,,,,,,,,,758.4,,,,,,,,,,787.5,,,,,,,,,,839.4,,,,,,,,,,877.9,,,,,,,,,,928.9
REMIND-MAgPIE 1.5,SSP5-45,World,Population,million,,,,,,6505,,,,,6894,,,,,,,,,,7552,,,,,,,,,,8054,,,,,,,,,,8403,,,,,,,,,,8579,,,,,,,,,,8589,,,,,,,,,,8457,,,,,,,,,,8200,,,,,,,,,,7831,,,,,,,,,,7375
REMIND-MAgPIE 1.5,SSP5-45,World,Price|Carbon,US$2010/t CO2,,,,,,0,,,,,0,,,,,,,,,,8.0663,,,,,,,,,,24.519,,,,,,,,,,62.381,,,,,,,,,,101.618,,,,,,,,,,165.55,,,,,,,,,,237.16,,,,,,,,,,308.88,,,,,,,,,,380.49,,,,,,,,,,452.21
REMIND-MAgPIE 1.5,SSP5-45,World,Primary Energy,EJ/yr,,,,,,464.6,,,,,502.7,,,,,,,,,,619.8,,,,,,,,,,727.4,,,,,,,,,,805.3,,,,,,,,,,920.6,,,,,,,,,,1025,,,,,,,,,,1086,,,,,,,,,,1142,,,,,,,,,,1170,,,,,,,,,,1220
REMIND-MAgPIE 1.5,SSP5-45,World,Primary Energy|Biomass,EJ/yr,,,,,,55.83,,,,,59.83,,,,,,,,,,65.8,,,,,,,,,,56.09,,,,,,,,,,48.99,,,,,,,,,,67.82,,,,,,,,,,117.2,,,,,,,,,,166.1,,,,,,,,,,201.7,,,,,,,,,,231.3,,,,,,,,,,237.8
REMIND-MAgPIE 1.5,SSP5-45,World,Primary Energy|Coal,EJ/yr,,,,,,122.2,,,,,135.4,,,,,,,,,,118.4,,,,,,,,,,79.26,,,,,,,,,,60.25,,,,,,,,,,87.4,,,,,,,,,,126.2,,,,,,,,,,140.2,,,,,,,,,,129.8,,,,,,,,,,110.1,,,,,,,,,,107.4
REMIND-MAgPIE 1.5,SSP5-45,World,Primary Energy|Fossil,EJ/yr,,,,,,387.4,,,,,419.1,,,,,,,,,,524.3,,,,,,,,,,635.9,,,,,,,,,,707.3,,,,,,,,,,772.1,,,,,,,,,,773,,,,,,,,,,711.2,,,,,,,,,,637.2,,,,,,,,,,540.8,,,,,,,,,,522.9
REMIND-MAgPIE 1.5,SSP5-45,World,Primary Energy|Gas,EJ/yr,,,,,,98.08,,,,,112.2,,,,,,,,,,169.5,,,,,,,,,,239.6,,,,,,,,,,303.2,,,,,,,,,,345.6,,,,,,,,,,351.9,,,,,,,,,,351.4,,,,,,,,,,326.6,,,,,,,,,,274.4,,,,,,,,,,266.4
REMIND-MAgPIE 1.5,SSP5-45,World,Primary Energy|Geothermal,EJ/yr,,,,,,0.2193,,,,,0.3278,,,,,,,,,,0.4062,,,,,,,,,,0.756,,,,,,,,,,1.051,,,,,,,,,,1.618,,,,,,,,,,3.535,,,,,,,,,,7.769,,,,,,,,,,14.14,,,,,,,,,,22.99,,,,,,,,,,29.18
REMIND-MAgPIE 1.5,SSP5-45,World,Primary Energy|Hydro,EJ/yr,,,,,,10.69,,,,,11.32,,,,,,,,,,10.76,,,,,,,,,,10.7,,,,,,,,,,13.79,,,,,,,,,,21.53,,,,,,,,,,30.78,,,,,,,,,,36.38,,,,,,,,,,40.58,,,,,,,,,,42.98,,,,,,,,,,43.91
REMIND-MAgPIE 1.5,SSP5-45,World,Primary Energy|Non-Biomass Renewables,EJ/yr,,,,,,11.3,,,,,13.63,,,,,,,,,,17.6,,,,,,,,,,20.16,,,,,,,,,,27.61,,,,,,,,,,47.74,,,,,,,,,,87.44,,,,,,,,,,149.2,,,,,,,,,,236,,,,,,,,,,330.1,,,,,,,,,,396.4
REMIND-MAgPIE 1.5,SSP5-45,World,Primary Energy|Nuclear,EJ/yr,,,,,,10.12,,,,,10.19,,,,,,,,,,12.16,,,,,,,,,,15.3,,,,,,,,,,21.41,,,,,,,,,,32.97,,,,,,,,,,47.42,,,,,,,,,,59.05,,,,,,,,,,66.97,,,,,,,,,,68.2,,,,,,,,,,62.86
REMIND-MAgPIE 1.5,SSP5-45,World,Primary Energy|Oil,EJ/yr,,,,,,167.2,,,,,171.5,,,,,,,,,,236.4,,,,,,,,,,317,,,,,,,,,,343.8,,,,,,,,,,339.1,,,,,,,,,,294.8,,,,,,,,,,219.5,,,,,,,,,,180.7,,,,,,,,,,156.3,,,,,,,,,,149.1
REMIND-MAgPIE 1.5,SSP5-45,World,Primary Energy|Solar,EJ/yr,,,,,,0.0062,,,,,0.2366,,,,,,,,,,1.651,,,,,,,,,,1.571,,,,,,,,,,1.542,,,,,,,,,,4.409,,,,,,,,,,21.05,,,,,,,,,,58.5,,,,,,,,,,117,,,,,,,,,,180.1,,,,,,,,,,228.8
REMIND-MAgPIE 1.5,SSP5-45,World,Primary Energy|Wind,EJ/yr,,,,,,0.385,,,,,1.742,,,,,,,,,,4.782,,,,,,,,,,7.137,,,,,,,,,,11.23,,,,,,,,,,20.19,,,,,,,,,,32.08,,,,,,,,,,46.58,,,,,,,,,,64.3,,,,,,,,,,84.09,,,,,,,,,,94.45
REMIND-MAgPIE 1.5,SSP5-45,World,Secondary Energy|Electricity,EJ/yr,,,,,,66.23,,,,,77.49,,,,,,,,,,105.1,,,,,,,,,,142.4,,,,,,,,,,180.9,,,,,,,,,,230.6,,,,,,,,,,283.8,,,,,,,,,,339.4,,,,,,,,,,403.7,,,,,,,,,,463,,,,,,,,,,501.3
REMIND-MAgPIE 1.5,SSP5-45,World,Secondary Energy|Electricity|Biomass,EJ/yr,,,,,,0.347,,,,,0.5021,,,,,,,,,,0.6626,,,,,,,,,,1.06,,,,,,,,,,2.728,,,,,,,,,,5.697,,,,,,,,,,9.062,,,,,,,,,,11.74,,,,,,,,,,12.81,,,,,,,,,,13.03,,,,,,,,,,12.66
REMIND-MAgPIE 1.5,SSP5-45,World,Secondary Energy|Electricity|Coal,EJ/yr,,,,,,26.71,,,,,30.62,,,,,,,,,,30.56,,,,,,,,,,20.75,,,,,,,,,,11.39,,,,,,,,,,8.499,,,,,,,,,,6.919,,,,,,,,,,6.695,,,,,,,,,,6.638,,,,,,,,,,7.094,,,,,,,,,,8.796
REMIND-MAgPIE 1.5,SSP5-45,World,Secondary Energy|Electricity|Gas,EJ/yr,,,,,,13.7,,,,,18.55,,,,,,,,,,41.2,,,,,,,,,,83.79,,,,,,,,,,117.8,,,,,,,,,,136.2,,,,,,,,,,135.3,,,,,,,,,,119.2,,,,,,,,,,94.16,,,,,,,,,,66.33,,,,,,,,,,48.6
REMIND-MAgPIE 1.5,SSP5-45,World,Secondary Energy|Electricity|Geothermal,EJ/yr,,,,,,0.2193,,,,,0.3277,,,,,,,,,,0.4061,,,,,,,,,,0.7548,,,,,,,,,,1.009,,,,,,,,,,1.12,,,,,,,,,,1.181,,,,,,,,,,1.222,,,,,,,,,,1.232,,,,,,,,,,1.218,,,,,,,,,,1.232
REMIND-MAgPIE 1.5,SSP5-45,World,Secondary Energy|Electricity|Hydro,EJ/yr,,,,,,10.69,,,,,11.32,,,,,,,,,,10.76,,,,,,,,,,10.7,,,,,,,,,,13.79,,,,,,,,,,21.53,,,,,,,,,,30.78,,,,,,,,,,36.38,,,,,,,,,,40.58,,,,,,,,,,42.98,,,,,,,,,,43.91
